hex_id,badQualityPercent,meeting,attendee
8526184ffffffff,0,0|2,0|6
85c218a3fffffff,0,0|1,0|1
85c21833fffffff,0,0|1,0|1
852618a7fffffff,0,0|10,0|15
852618affffffff,0,0|1,0|1
8512187bfffffff,0,0|1,0|1
851e18a7fffffff,0,0|1,0|1
851e18affffffff,0,0|5,0|6
851e18cffffffff,0,0|2,0|2
856618affffffff,0.08,1|11,1|13
856618a7fffffff,0,0|1,0|1
851e18d7fffffff,0,0|5,0|8
852a131bfffffff,0,0|43,0|46
851e130ffffffff,0.03,5|120,5|180
852a1313fffffff,0,0|1,0|1
852a1323fffffff,0,0|14,0|15
852a132bfffffff,0,0|2,0|2
852a130bfffffff,0,0|32,0|33
852a1303fffffff,0,0|7,0|14
852a135bfffffff,0,2|456,2|537
852a1353fffffff,0.01,2|322,2|374
852a1363fffffff,0,0|67,0|71
852a136bfffffff,0.02,1|52,1|63
852a1333fffffff,0,0|119,0|204
852a134bfffffff,0.01,14|802,15|1013
852a1343fffffff,0.01,4|265,4|308
852a1393fffffff,0,1|204,1|222
852a139bfffffff,0,0|72,0|73
851e138ffffffff,0,0|2,0|2
852a13abfffffff,0,0|21,0|23
851e1377fffffff,0,0|3,0|3
852a1373fffffff,0,0|91,0|92
852a137bfffffff,0.01,7|385,7|593
852a1383fffffff,0.01,6|215,10|819
852a138bfffffff,0.01,2|225,2|260
851e1397fffffff,0,0|1,0|1
852a13dbfffffff,0,1|321,1|357
852a13d3fffffff,0,3|586,3|672
851e13cffffffff,0,0|2,0|2
852a13bbfffffff,0.02,2|97,2|114
852a13c3fffffff,0.01,3|540,5|610
852a13cbfffffff,0,0|82,0|86
851e13d7fffffff,0,0|2,0|2
852a1213fffffff,0,0|14,0|16
852a121bfffffff,0,0|5,0|6
852a1223fffffff,0,0|10,0|10
852a122bfffffff,0.01,1|107,1|113
851e1227fffffff,0,0|2,0|2
852a1203fffffff,0,0|11,0|16
852a120bfffffff,0,0|6,0|6
851e1217fffffff,0.04,5|50,6|140
852a125bfffffff,0,0|5,0|5
852a1253fffffff,0,0|1,0|1
852a1263fffffff,0,0|40,0|45
852a126bfffffff,0.06,1|18,1|18
851e1237fffffff,0,0|3,0|13
852a1233fffffff,0,0|46,0|50
852a123bfffffff,0,0|9,0|9
852a124bfffffff,0,0|8,0|9
852a1243fffffff,0,0|7,0|7
851e1257fffffff,0,0|1,0|1
852a129bfffffff,0,0|4,0|6
851e1287fffffff,0.11,1|5,1|9
851e128ffffffff,0,0|2,0|2
852a1293fffffff,0,0|2,0|2
852a12a3fffffff,0,0|33,0|36
852a12abfffffff,0,0|26,0|28
852a1273fffffff,0,0|168,0|212
851e12affffffff,0,0|1,0|2
852a127bfffffff,0,0|5,0|6
851e12a7fffffff,0,0|4,0|4
852a1283fffffff,0.03,1|35,1|35
852a128bfffffff,0,0|15,0|16
851e1297fffffff,0,0|2,0|2
85261287fffffff,0,0|1,0|1
852a12dbfffffff,0,0|9,0|9
851e12cffffffff,0,0|2,0|2
852a12d3fffffff,0,0|1,0|1
851e12b7fffffff,0,0|1,0|1
852a12b3fffffff,0,1|233,1|253
852a12bbfffffff,0.02,4|163,4|259
852a12c3fffffff,0,0|5,0|5
852a12cbfffffff,0,0|1,0|1
851e150ffffffff,0,0|8,0|10
851e1507fffffff,0,0|6,0|6
852a1513fffffff,0.1,1|10,1|10
852a151bfffffff,0,0|7,0|7
851e152ffffffff,0,0|3,0|3
85661537fffffff,0,0|1,0|2
851e1527fffffff,0,0|1,0|1
852a1503fffffff,0,0|8,0|12
852a150bfffffff,0,0|12,0|12
851e1517fffffff,0.13,1|6,1|8
851e1547fffffff,0,0|1,0|1
851e1537fffffff,0.08,1|11,1|12
851e1567fffffff,0,0|2,0|2
851e156ffffffff,0,0|3,0|3
852a154bfffffff,0,0|28,0|30
852a1543fffffff,0,0|6,0|8
851e1587fffffff,0.08,1|13,1|13
851e158ffffffff,0,0|2,0|2
851e1577fffffff,0,0|3,0|3
852a157bfffffff,0,0|35,0|37
851e15affffffff,0,0|18,0|18
851e15a7fffffff,0,0|2,0|3
852a1573fffffff,0,0|2,0|2
851e1597fffffff,0,0|6,0|6
852a15d3fffffff,0.02,2|102,2|115
852a15dbfffffff,0,0|19,0|21
851e15b7fffffff,0.05,64|1364,140|2721
852615b7fffffff,0,0|5,0|18
852a15c3fffffff,0,0|35,0|35
851e15d7fffffff,0,0|1,0|1
852a15cbfffffff,0,0|103,0|109
852a141bfffffff,0,0|24,0|25
852a1413fffffff,0,0|1,0|1
851e140ffffffff,0,0|1,0|2
852a1423fffffff,0.04,2|107,5|130
852a142bfffffff,0.04,1|67,3|71
851e142ffffffff,0,0|3,0|3
852a1403fffffff,0,0|44,0|48
852a140bfffffff,0,0|8,0|10
852a145bfffffff,0,0|2,0|2
851e1447fffffff,0,0|3,0|4
852a1453fffffff,0,0|6,0|6
852a146bfffffff,0,0|43,0|44
852a1463fffffff,0.07,2|24,2|28
852a143bfffffff,0.03,2|92,3|116
852a1433fffffff,0.01,21|2058,24|4710
852a144bfffffff,0,0|24,0|25
851e1457fffffff,0,0|4,0|7
852a1443fffffff,0,0|1,0|1
852a149bfffffff,0,0|28,0|35
852a1493fffffff,0,0|112,0|146
851e148ffffffff,0,0|2,0|2
851e1487fffffff,0.33,1|3,1|3
852a14abfffffff,0,4|1098,4|2852
852a14a3fffffff,0.01,1|159,1|175
851e14a7fffffff,0,0|2,0|2
852a1473fffffff,0.02,1|53,1|55
852a147bfffffff,0.09,1|8,1|11
852a148bfffffff,0,0|13,0|13
851e1497fffffff,0.12,1|12,2|17
852a1483fffffff,0.01,2|176,5|440
851e14c7fffffff,0,0|1,0|1
852a14dbfffffff,0,0|3,0|4
851e14cffffffff,0,0|1,0|1
851e14b7fffffff,0,0|8,0|8
852a14bbfffffff,0.01,8|632,11|850
852a14b3fffffff,0.01,2|262,2|310
851e14d7fffffff,0,0|3,0|3
852a14c3fffffff,0,0|1,0|1
852a14cbfffffff,0,0|5,0|6
851e1e27fffffff,0,0|1,0|1
851e1e37fffffff,0.02,1|34,1|47
851e1ed7fffffff,0,0|2,0|2
8526212ffffffff,0,0|1,0|1
85262127fffffff,0,0|14,0|14
85262107fffffff,0,0|3,0|3
851e2117fffffff,0,0|1,0|1
85262137fffffff,0.02,1|31,1|41
851e2167fffffff,0,0|1,0|1
85262197fffffff,0,0|7,0|9
851e2187fffffff,0,0|3,0|3
852621a7fffffff,0,0|255,0|285
852621affffffff,0,0|54,0|74
85262177fffffff,0,0|6,0|7
851e21a7fffffff,0,0|1,0|1
85262187fffffff,0,0|43,0|51
8526218ffffffff,0,0|18,0|23
852621d7fffffff,0,0|10,0|13
851e21cffffffff,0,0|1,0|1
851e21b7fffffff,0,0|2,0|2
852621b7fffffff,0.01,2|272,2|348
852621cffffffff,0,0|3,0|3
852621c7fffffff,0,0|3,0|3
85262017fffffff,0,0|16,0|18
851e2027fffffff,0,0|3,0|3
851e204ffffffff,0,0|20,0|41
851e2047fffffff,0,0|6,0|12
851e2057fffffff,0,0|1,0|1
852620affffffff,0,0|4,0|4
852620a7fffffff,0,0|2,0|2
85262077fffffff,0,0|6,0|6
852620d7fffffff,0,0|2,0|2
851e20b7fffffff,0,0|4,0|4
852620b7fffffff,0,0|2,0|2
851e1b2ffffffff,0,0|4,0|4
85261b0ffffffff,0,0|1,0|1
85261b07fffffff,0,0|1,0|1
852e1b57fffffff,0,0|2,0|3
85121ba3fffffff,0,0|5,0|6
85121babfffffff,0,0|6,0|6
85521babfffffff,0,0|2,0|3
85261a37fffffff,0,0|1,0|1
852a1a4bfffffff,0,0|7,0|9
85261a77fffffff,0,0|3,0|3
851e1ac7fffffff,0,0|2,0|2
851e1d07fffffff,0,0|1,0|1
85261d2ffffffff,0,0|2,0|2
85261d67fffffff,0,0|1,0|1
85261d6ffffffff,0,0|2,0|2
85261d4ffffffff,0,0|8,0|20
851e1d8ffffffff,0,0|1,0|1
851e1d77fffffff,0,0|2,0|2
85261da7fffffff,0,0|1,0|1
851e1d97fffffff,0,0|1,0|1
851e1dd7fffffff,0,0|2,0|2
85521d9bfffffff,0,0|1,0|1
851e1c07fffffff,0,0|1,0|1
851e1c2ffffffff,0,0|1,0|1
851e1c17fffffff,0,0|4,0|4
851e1c37fffffff,0,0|4,0|4
851e1c8ffffffff,0.02,2|87,2|125
851e1c87fffffff,0,0|2,0|2
851e1ca7fffffff,0,0|2,0|2
85261c77fffffff,0,0|1,0|1
851e1c97fffffff,0,0|1,0|1
851e1cc7fffffff,0,0|7,0|7
851e1cb7fffffff,0,0|27,0|27
857a1c73fffffff,0.67,2|2,2|3
851e2607fffffff,0,0|1,0|2
85b2269bfffffff,0,0|1,0|1
851e2627fffffff,0,0|1,0|1
8526260ffffffff,0,0|2,0|2
851e2647fffffff,0,0|1,0|1
851e2637fffffff,0,0|1,0|1
851e266ffffffff,0,0|1,0|1
851e2697fffffff,0,0|1,0|1
852626d7fffffff,0,0|13,0|14
852626c7fffffff,0,2|188,2|575
85262917fffffff,0,0|1,0|1
851e2927fffffff,0.5,1|2,1|2
8526290ffffffff,0.02,1|33,1|48
85262907fffffff,0,0|1,0|1
851e294ffffffff,0,0|2,0|2
85262937fffffff,0,0|2,0|2
8526294ffffffff,0,0|1,0|1
852629affffffff,0,0|2,0|2
851e29a7fffffff,0,0|1,0|1
852629d7fffffff,0,0|1,0|3
852629b7fffffff,0,0|1,0|1
852629c7fffffff,0,0|17,0|29
851e280ffffffff,0,0|2,0|4
851e2807fffffff,0,0|1,0|1
8526282ffffffff,0,0|1,0|1
851e282ffffffff,0,0|6,0|6
851e2827fffffff,0,0|1,0|1
851e2817fffffff,0,0|3,0|3
8526280ffffffff,0,0|1,0|1
851e2847fffffff,0,0|4,0|4
851e284ffffffff,0,0|1,0|1
851e286ffffffff,0,0|32,0|110
85262897fffffff,0.04,1|24,1|25
851e28c7fffffff,0,0|1,0|1
852628c7fffffff,0,0|1,0|1
85262317fffffff,0,0|2,0|2
8526232ffffffff,0,0|1,0|1
85262327fffffff,0,0|1,0|1
851e232ffffffff,0.04,4|75,4|109
851e234ffffffff,0,0|1,0|1
85262367fffffff,0,0|1,0|1
851e2367fffffff,0,0|5,0|5
851e236ffffffff,0,0|9,0|11
851e2377fffffff,0,0|2,0|2
851e23a7fffffff,0,0|7,0|7
85262377fffffff,0,0|12,0|25
856623b7fffffff,0,0|5,0|8
851e2397fffffff,0,0|1,0|1
851e23c7fffffff,0.33,1|3,1|3
851e23b7fffffff,0,0|2,0|2
852623cffffffff,0,0|1,0|1
85962277fffffff,0,0|2,0|3
851e222ffffffff,0,0|1,0|1
85662247fffffff,0,0|2,0|2
851e2217fffffff,0,0|1,0|1
851e2237fffffff,0,0|1,0|1
8526224ffffffff,0,0|1,0|1
851e228ffffffff,0,0|4,0|10
85262287fffffff,0,0|2,0|2
851e22b7fffffff,0.33,1|3,1|3
851e22d7fffffff,0,0|1,0|1
8526250ffffffff,0,0|2,0|2
85262507fffffff,0,0|1,0|1
85262567fffffff,0,0|9,0|14
8526256ffffffff,0,0|3,0|3
851e2597fffffff,0,0|3,0|5
851e25cffffffff,0,0|1,0|1
851e25b7fffffff,0,0|2,0|2
852625c7fffffff,0,0|21,0|23
851e25d7fffffff,0.2,1|3,1|5
852625cffffffff,0,0|3,0|9
85262417fffffff,0,0|3,0|3
851e240ffffffff,0,0|1,0|1
8526244ffffffff,0,0|9,0|17
85262477fffffff,0,0|2,0|2
85262487fffffff,0,0|1,0|1
851e24cffffffff,0,0|1,0|1
85262e17fffffff,0,0|1,0|1
85262e27fffffff,0,0|1,0|1
851e2e4ffffffff,0,0|5,0|11
851e2e6ffffffff,0,0|9,0|10
851e2e67fffffff,0,0|2,0|2
85262e4ffffffff,0,0|13,0|22
851e2e57fffffff,0,0|1,0|1
851e2e77fffffff,0,0|1,0|1
851e2ea7fffffff,0,0|2,0|3
85262e87fffffff,0,0|1,0|1
851e2ecffffffff,0,0|1,0|1
851e2eb7fffffff,0.03,1|9,1|32
85262eb7fffffff,0,0|2,0|2
85262ecffffffff,0,0|1,0|1
85262ec7fffffff,0,0|1,0|1
852a3113fffffff,0,0|4,0|4
851e3107fffffff,0,0|1,0|1
851e312ffffffff,0,0|6,0|7
851e3127fffffff,0,0|5,0|5
852a3103fffffff,0,0|16,0|19
852a315bfffffff,0.01,1|111,1|118
851e3147fffffff,0,0|1,0|1
852a3163fffffff,0.04,1|24,1|26
852a316bfffffff,0,0|3,0|3
852a3143fffffff,0,0|57,0|73
852a314bfffffff,0,0|22,0|26
851e3187fffffff,0,0|2,0|2
851e3177fffffff,0.5,1|2,1|2
852a3173fffffff,0,0|32,0|34
852a317bfffffff,0,0|6,0|8
851e31a7fffffff,0,0|1,0|1
851e31b7fffffff,0,0|1,0|1
852a301bfffffff,0,0|80,0|82
852a302bfffffff,0,0|13,0|15
852a300bfffffff,0,0|107,0|111
852a3003fffffff,0,0|8,0|8
852a305bfffffff,0,0|197,0|219
852a3053fffffff,0,0|9,0|11
852a306bfffffff,0,1|259,1|315
852a3063fffffff,0,2|561,2|779
852a303bfffffff,0.02,1|54,1|59
851e306ffffffff,0,0|1,0|1
852a304bfffffff,0,0|90,0|127
852a3043fffffff,0.01,1|93,1|96
851e308ffffffff,0,0|3,0|3
851e3087fffffff,0,0|1,0|1
852a307bfffffff,0.01,3|330,3|395
852a3073fffffff,0,0|229,0|246
851e3097fffffff,0,0|2,0|2
85263087fffffff,0,0|1,0|1
852a30d3fffffff,0,0|6,0|7
852a30dbfffffff,0,0|34,0|42
851e30b7fffffff,0,0|2,0|2
852a30c3fffffff,0.01,2|163,2|269
85262b17fffffff,0,0|1,0|1
85262b2ffffffff,0,0|1,0|1
85662b4ffffffff,0.18,2|10,2|11
85262b07fffffff,0,0|2,0|2
851e2b17fffffff,0,0|3,0|3
85262b6ffffffff,0,0|2,0|2
85262b67fffffff,0,0|3,0|3
85262b37fffffff,0,0|5,0|6
852e2b47fffffff,0,0|2,0|2
851e2b57fffffff,0,0|2,0|3
851e2b87fffffff,0,0|2,0|2
851e2b8ffffffff,0,0|1,0|1
85262b77fffffff,0,0|2,0|2
85262b87fffffff,0,0|1,0|1
851e2b97fffffff,0,0|1,0|1
851e2bcffffffff,0,0|1,0|1
851e2bc7fffffff,0,0|1,0|1
851e2bd7fffffff,0,0|1,0|1
85262a17fffffff,0,0|1,0|1
851e2a07fffffff,0,0|1,0|1
851e2a17fffffff,0,0|1,0|1
85262a57fffffff,0,0|2,0|6
851e2a37fffffff,0,0|3,0|4
851e2a67fffffff,0,0|6,0|6
851e2a6ffffffff,0.33,1|3,1|3
851e2a57fffffff,0,0|2,0|2
851e2a8ffffffff,0,0|8,0|8
851e2a87fffffff,0,0|12,0|14
85262aa7fffffff,0,0|1,0|1
851e2a77fffffff,0,0|1,0|1
851e2aaffffffff,0,0|3,0|4
851e2aa7fffffff,0,0|1,0|1
85262a87fffffff,0,0|1,0|1
851e2a97fffffff,0,0|1,0|1
851e2acffffffff,0,0|5,0|5
851e2ab7fffffff,0,0|4,0|10
851e2ad7fffffff,0,0|5,0|5
851e2d0ffffffff,0,0|4,0|4
851e2d07fffffff,0,0|2,0|2
851e2d2ffffffff,0,0|3,0|3
85262d57fffffff,0,0|1,0|1
85262d37fffffff,0,0|1,0|1
85262d47fffffff,0,0|1,0|1
85262da7fffffff,0,0|1,0|1
85262daffffffff,0,0|1,0|1
851e2d77fffffff,0,0|1,0|1
85262d87fffffff,0,0|1,0|1
85262d8ffffffff,0,0|2,0|3
85262dd7fffffff,0,0|4,0|4
85262dc7fffffff,0,0|3,0|3
851e2c07fffffff,0,0|8,0|8
85262c0ffffffff,0,0|2,0|3
851e2c4ffffffff,0,0|2,0|3
85262c57fffffff,0,0|2,0|2
85262c6ffffffff,0,0|1,0|1
85262c37fffffff,0,0|11,0|12
85262c47fffffff,0,0|3,0|3
85262caffffffff,0,0|10,0|10
85262c77fffffff,0,0|57,0|160
851e2caffffffff,0,0|2,0|2
85262c8ffffffff,0,0|2,0|2
851e2c97fffffff,0,0|1,0|1
85262cd7fffffff,0.01,4|362,4|489
851e2ccffffffff,0,0|1,0|1
85262cb7fffffff,0,0|3,0|3
85262cc7fffffff,0.01,2|203,2|244
852a361bfffffff,0,0|5,0|5
852a3613fffffff,0,0|1,0|1
851e3607fffffff,0,0|1,0|1
852a362bfffffff,0.05,1|22,1|22
852a3623fffffff,0,0|48,0|53
851e3627fffffff,0,0|2,0|2
852a360bfffffff,0,0|1,0|1
852a3603fffffff,0,0|14,0|14
851e3647fffffff,0,0|15,0|18
851e364ffffffff,0,0|197,0|308
852a365bfffffff,0,0|1,0|1
852a366bfffffff,0,0|12,0|12
852a3663fffffff,0,0|18,0|19
852a363bfffffff,0,0|10,0|10
852a3633fffffff,0,0|10,0|13
851e3667fffffff,0,0|3,0|3
851e366ffffffff,0.07,1|12,1|14
852a364bfffffff,0,0|10,0|10
851e3657fffffff,0,0|12,0|14
852a3643fffffff,0,0|7,0|7
852a369bfffffff,0,0|6,0|6
851e368ffffffff,0,0|2,0|2
852a3693fffffff,0,0|3,0|3
852a36a3fffffff,0,0|3,0|3
851e3677fffffff,0,0|2,0|2
852a36abfffffff,0,0|7,0|8
852a3673fffffff,0,0|2,0|2
852a367bfffffff,0,0|4,0|14
8526368ffffffff,0,0|11,0|11
852a3683fffffff,0,0|7,0|7
851e3697fffffff,0,0|2,0|2
852a368bfffffff,0,0|2,0|2
851e36c7fffffff,0,0|3,0|3
852a36dbfffffff,0,0|1,0|1
852a36b3fffffff,0,0|1,0|1
852a36bbfffffff,0,0|3,0|3
852a36c3fffffff,0,0|4,0|4
851e36d7fffffff,0,0|1,0|1
852a331bfffffff,0,0|48,0|49
852a3313fffffff,0.01,3|404,3|481
851e3307fffffff,0,0|1,0|1
852a3323fffffff,0,0|84,0|93
852a332bfffffff,0,0|16,0|21
851e332ffffffff,0,0|5,0|5
852a3303fffffff,0.01,4|303,5|400
852a330bfffffff,0,0|20,0|23
851e3317fffffff,0,0|2,0|2
852a335bfffffff,0,0|1,0|1
851e334ffffffff,0,0|4,0|4
852a3353fffffff,0,0|32,0|34
852a336bfffffff,0,0|29,0|32
852a3363fffffff,0,0|73,0|84
851e336ffffffff,0,0|9,0|10
852a3333fffffff,0,0|63,0|68
852a333bfffffff,0,0|29,0|51
851e3367fffffff,0,0|2,0|2
852a334bfffffff,0,0|39,0|41
852a3343fffffff,0.06,2|31,2|33
851e3357fffffff,0,0|1,0|1
852a339bfffffff,0.02,12|468,15|632
852a3393fffffff,0.01,13|1391,14|2462
852a33abfffffff,0.01,1|136,1|155
852a33a3fffffff,0.03,1|54,2|78
852a3373fffffff,0,0|24,0|25
852a337bfffffff,0,0|5,0|5
851e33affffffff,0,0|1,0|1
852a338bfffffff,0.01,4|348,4|462
852a3383fffffff,0.01,2|333,2|377
851e3397fffffff,0,0|1,0|1
85a23303fffffff,0.18,2|8,2|11
852a33d3fffffff,0.01,1|125,1|133
852a33dbfffffff,0,1|366,1|580
852a33b3fffffff,0,0|13,0|29
852a33bbfffffff,0.03,1|36,1|36
852633b7fffffff,0,0|2,0|2
852a33cbfffffff,0,0|76,0|84
852a33c3fffffff,0,1|193,1|227
851e33d7fffffff,0,0|1,0|1
852633c7fffffff,0,0|1,0|1
852a321bfffffff,0,0|6,0|6
851e320ffffffff,0,0|4,0|4
852a3213fffffff,0,0|4,0|4
851e3207fffffff,0,0|1,0|2
852a3223fffffff,0,0|9,0|10
852a322bfffffff,0,0|24,0|25
851e322ffffffff,0,0|13,0|14
852a3203fffffff,0,0|3,0|4
851e3217fffffff,0,0|1,0|2
852a320bfffffff,0,0|1,0|1
851e3247fffffff,0,0|5,0|5
852a3253fffffff,0,0|1,0|1
851e3237fffffff,0,0|1,0|1
852a326bfffffff,0,0|2,0|2
852a3263fffffff,0,0|5,0|5
852a3233fffffff,0,0|4,0|4
852a323bfffffff,0,0|2,0|2
851e326ffffffff,0,0|4,0|4
852a3243fffffff,0,0|5,0|10
852a324bfffffff,0,0|7,0|7
851e3257fffffff,0,0|1,0|1
852a3293fffffff,0,0|24,0|25
852a329bfffffff,0,0|5,0|6
852a32abfffffff,0,0|27,0|32
852a32a3fffffff,0,0|95,0|128
851e3277fffffff,0,0|1,0|1
852a3273fffffff,0,0|12,0|13
851e32affffffff,0,0|1,0|1
852a327bfffffff,0,0|3,0|3
852a328bfffffff,0,0|1,0|1
852a32dbfffffff,0,0|20,0|24
851e32cffffffff,0,0|2,0|2
851e32c7fffffff,0,0|1,0|1
852a32b3fffffff,0.02,1|62,1|66
852a32bbfffffff,0,0|8,0|8
852a32cbfffffff,0,0|1,0|1
851e32d7fffffff,0,0|2,0|2
851e354ffffffff,0.03,5|175,7|256
851e3547fffffff,0,0|2,0|3
851e3537fffffff,0,0|1,0|6
851e3567fffffff,0,0|1,0|1
851e3557fffffff,0,0|4,0|5
851e3587fffffff,0,0|3,0|3
851e35affffffff,0,0|1,0|1
851e3597fffffff,0,0|2,0|3
851e35cffffffff,0,0|2,0|2
851e35b7fffffff,0,0|1,0|1
852a341bfffffff,0.02,1|47,1|54
852a340bfffffff,0.01,2|119,2|156
851e3417fffffff,0,0|5,0|6
852a345bfffffff,0,0|7,0|7
852a3453fffffff,0,0|12,0|12
852a3463fffffff,0,0|31,0|32
852a346bfffffff,0,0|12,0|12
852a3443fffffff,0,0|13,0|14
852a344bfffffff,0,0|2,0|2
851e3457fffffff,0,0|1,0|1
851e3487fffffff,0.33,1|2,1|3
851e348ffffffff,0,0|1,0|1
852a3493fffffff,0,0|1,0|1
852a349bfffffff,0,0|1,0|1
852a347bfffffff,0,0|72,0|82
852a3473fffffff,0,0|47,0|60
851e34a7fffffff,0,0|3,0|3
852a348bfffffff,0,0|8,0|8
852a3483fffffff,0,0|7,0|7
851e3497fffffff,0,0|3,0|3
851e34cffffffff,0,0|21,0|32
852a34d3fffffff,0,0|4,0|4
852a34dbfffffff,0,0|1,0|1
851e34b7fffffff,0,0|5,0|5
852634b7fffffff,0,0|1,0|1
852a34cbfffffff,0,0|38,0|42
852a34c3fffffff,0,0|59,0|73
851e34d7fffffff,0,0|5,0|5
8526412ffffffff,0,0|5,0|5
85264127fffffff,0,0|1,0|1
85424153fffffff,0,0|5,0|5
85264157fffffff,0,0|1,0|3
851e414ffffffff,0,0|1,0|1
8526416ffffffff,0,0|1,0|1
8526414ffffffff,0,0|1,0|1
85124183fffffff,0,0|3,0|3
85264187fffffff,0,0|2,0|2
8526418ffffffff,0,0|2,0|4
851e41b7fffffff,0.5,1|2,1|2
852641cffffffff,0,0|3,0|3
852641c7fffffff,0,0|1,0|1
85264017fffffff,0,0|1,0|1
85264027fffffff,0,0|5,0|5
8526402ffffffff,0,0|2,0|2
8526400ffffffff,0,0|3,0|4
85264057fffffff,0,0|6,0|7
85264067fffffff,0,0|1,0|1
851e4067fffffff,0,0|1,0|1
85264037fffffff,0,0|1,0|1
852640affffffff,0,0|1,0|1
851e4077fffffff,0,0|1,0|2
854240d3fffffff,0.06,4|24,4|66
8526408ffffffff,0,0|2,0|2
85264087fffffff,0,0|1,0|1
852640d7fffffff,0,0|18,0|18
852640b7fffffff,0,0|4,0|4
852640cffffffff,0,0|111,0|127
852640c7fffffff,0,0|41,0|43
8526462ffffffff,0,0|369,0|439
85264627fffffff,0.01,28|1361,32|2435
8526460ffffffff,0,0|4,0|4
853e4667fffffff,0.13,2|9,2|15
8526466ffffffff,0,0|8,0|8
85264667fffffff,0,0|18,0|19
85264637fffffff,0.02,9|393,9|570
85124663fffffff,0,0|1,0|1
85264647fffffff,0.5,1|2,1|2
85264697fffffff,0,0|3,0|3
852646a7fffffff,0.01,4|199,5|504
852646affffffff,0.04,1|23,1|25
85264677fffffff,0.01,2|212,2|234
85264687fffffff,0,0|2,0|2
852646d7fffffff,0,0|1,0|1
855e4677fffffff,0,0|1,0|1
852646b7fffffff,0,0|4,0|4
855e4697fffffff,0,0|3,0|3
85264917fffffff,0.17,1|6,1|6
8526492ffffffff,0,0|6,0|6
850e490ffffffff,0,0|4,0|7
85264907fffffff,0.07,3|39,3|41
8526490ffffffff,0,0|2,0|2
85264957fffffff,0,0|2,0|2
85424903fffffff,0,0|2,0|2
85264967fffffff,0,0|1,0|1
85264937fffffff,0.08,4|23,4|52
8526494ffffffff,0.01,1|46,1|74
85424923fffffff,0,0|4,0|4
85264947fffffff,0,0|6,0|6
85264997fffffff,0,0|1,0|1
852649affffffff,0.02,4|120,4|175
852649a7fffffff,0.02,1|40,1|50
854249cbfffffff,0,0|2,0|2
85264977fffffff,0,0|3,0|3
851e49cffffffff,0,0|3,0|4
852649b7fffffff,0,0|3,0|4
85424993fffffff,0,0|1,0|1
852649cffffffff,0.17,1|6,1|6
854249a3fffffff,0,0|1,0|2
8526480ffffffff,0,0|1,0|1
8546482ffffffff,0,0|6,0|9
85124853fffffff,0,0|6,0|7
85264847fffffff,0,0|1,0|1
85264897fffffff,0,0|3,0|4
852648affffffff,0,0|1,0|1
85424873fffffff,0,0|1,0|1
852648c7fffffff,0.17,1|5,1|6
8526432ffffffff,0,0|2,0|2
85264327fffffff,0,0|1,0|1
855e436ffffffff,0.33,1|3,1|3
85b24373fffffff,0,0|7,0|7
85264307fffffff,0,0|1,0|1
855e430ffffffff,0,0|1,0|1
85a243dbfffffff,0,0|1,0|1
85424303fffffff,0,0|2,0|2
85264337fffffff,0,0|11,0|13
851e436ffffffff,0,0|1,0|1
85264347fffffff,0,0|1,0|1
855e4377fffffff,0,0|1,0|1
852643cffffffff,0,0|2,0|2
85a242a3fffffff,0.5,1|2,1|2
85a242abfffffff,0,0|8,0|11
85264227fffffff,0,0|1,0|1
8526422ffffffff,0,0|1,0|1
853e4207fffffff,0.33,1|2,2|6
85264257fffffff,0,0|3,0|3
85264297fffffff,0,0|33,0|37
85124283fffffff,0,0|1,0|1
852642affffffff,0,0|16,0|24
85264287fffffff,0,0|12,0|13
857a42a3fffffff,0.13,4|20,5|40
852642d7fffffff,0,0|16,0|16
851242bbfffffff,0,0|2,0|2
85a24233fffffff,0,0|1,0|1
855e42a7fffffff,0,0|2,0|2
85a2423bfffffff,0,0|1,0|1
852642c7fffffff,0,0|17,0|51
851e4547fffffff,0,0|2,0|2
85264567fffffff,0,0|2,0|6
852645a7fffffff,0,0|1,0|1
8526458ffffffff,0,0|1,0|1
85264417fffffff,0,0|2,0|2
85264427fffffff,0,0|4,0|4
85264467fffffff,0,0|3,0|4
8526446ffffffff,0,0|4,0|4
85264437fffffff,0,0|2,0|2
85264447fffffff,0,0|4,0|4
852644a7fffffff,0,0|1,0|1
8526448ffffffff,0,0|4,0|5
85264487fffffff,0,0|1,0|1
852644d7fffffff,0.02,2|66,2|121
852644c7fffffff,0.02,1|8,1|41
852644cffffffff,0,0|3,0|3
85264e2ffffffff,0,0|2,0|2
85264e27fffffff,0,0|1,0|1
85264e0ffffffff,0,0|4,0|4
851e4e47fffffff,0,0|1,0|1
85464e0ffffffff,0,0|1,0|1
85464e07fffffff,0,0|1,0|1
85264e37fffffff,0,0|2,0|2
85264ea7fffffff,0,0|4,0|4
85264e87fffffff,0,0|1,0|1
85464e77fffffff,0,0|3,0|3
85264eb7fffffff,0,0|1,0|1
85265117fffffff,0.09,1|10,1|11
851e5147fffffff,0,0|1,0|1
851e5157fffffff,0,0|6,0|7
8526514ffffffff,0,0|1,0|1
85265147fffffff,0,0|8,0|8
851e51a7fffffff,0,0|1,0|1
8526518ffffffff,0,0|3,0|3
852651d7fffffff,0,0|1,0|1
851e51b7fffffff,0,0|5,0|7
852651cffffffff,0,0|1,0|1
85a25093fffffff,0,0|1,0|1
856a506bfffffff,0.5,1|2,1|2
